species_id	species_code	species_name	binding_affinity
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	85.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	86.0000
1	human	人类	88.9900
1	human	人类	85.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	88.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	116.0100
1	human	人类	113.9900
1	human	人类	132.9900
1	human	人类	94.9900
1	human	人类	137.0000
1	human	人类	113.0100
1	human	人类	108.0100
1	human	人类	132.0000
1	human	人类	115.0100
1	human	人类	156.0000
1	human	人类	141.9900
1	human	人类	104.0100
1	human	人类	129.9900
1	human	人类	137.9900
1	human	人类	174.0100
1	human	人类	117.0000
1	human	人类	145.0000
1	human	人类	130.0000
1	human	人类	151.9900
1	human	人类	143.0100
1	human	人类	103.0000
1	human	人类	100.9900
1	human	人类	132.9900
1	human	人类	123.9900
1	human	人类	101.0000
1	human	人类	140.0000
1	human	人类	91.0000
1	human	人类	109.0100
1	human	人类	113.9900
1	human	人类	135.0000
1	human	人类	106.0000
1	human	人类	111.0000
1	human	人类	96.0000
1	human	人类	90.0000
1	human	人类	113.0000
1	human	人类	108.0000
1	human	人类	93.0000
1	human	人类	113.0000
1	human	人类	114.0000
1	human	人类	106.0000
1	human	人类	124.9900
1	human	人类	110.0000
1	human	人类	117.0000
1	human	人类	113.0100
1	human	人类	130.9900
1	human	人类	119.0100
1	human	人类	118.0000
1	human	人类	100.0000
1	human	人类	128.0100
1	human	人类	99.0100
1	human	人类	115.9900
1	human	人类	117.0000
1	human	人类	130.0100
1	human	人类	113.0100
1	human	人类	174.0000
1	human	人类	135.0000
1	human	人类	144.0000
1	human	人类	126.0100
1	human	人类	184.9900
1	human	人类	133.0000
1	human	人类	110.0000
1	human	人类	147.0000
1	human	人类	112.0100
1	human	人类	110.0000
1	human	人类	102.0000
1	human	人类	91.0000
1	human	人类	112.0000
1	human	人类	107.9900
1	human	人类	124.9900
1	human	人类	109.0100
1	human	人类	130.0000
1	human	人类	107.0000
1	human	人类	111.0100
1	human	人类	123.0000
1	human	人类	116.0000
1	human	人类	131.0100
1	human	人类	112.0000
1	human	人类	138.0100
1	human	人类	97.9900
1	human	人类	132.0100
1	human	人类	93.0100
1	human	人类	96.0000
1	human	人类	94.0000
1	human	人类	111.0000
1	human	人类	121.0000
1	human	人类	93.0000
1	human	人类	126.9900
1	human	人类	128.0100
1	human	人类	129.0000
1	human	人类	98.0000
1	human	人类	108.0000
1	human	人类	96.0000
1	human	人类	122.0100
1	human	人类	147.0100
1	human	人类	109.0000
1	human	人类	113.0000
1	human	人类	115.0100
1	human	人类	102.0100
1	human	人类	98.0100
1	human	人类	96.9900
1	human	人类	92.0000
1	human	人类	111.0100
1	human	人类	108.0100
1	human	人类	109.9900
1	human	人类	106.0000
1	human	人类	98.0000
1	human	人类	106.0000
1	human	人类	95.0000
1	human	人类	137.0000
1	human	人类	87.0000
1	human	人类	110.0000
1	human	人类	185.0100
1	human	人类	123.0000
1	human	人类	113.0000
1	human	人类	94.0100
1	human	人类	113.9900
1	human	人类	97.0000
1	human	人类	91.0000
1	human	人类	114.0100
1	human	人类	113.9900
1	human	人类	94.0100
1	human	人类	97.0000
1	human	人类	87.9900
1	human	人类	149.0000
1	human	人类	112.0000
1	human	人类	90.9900
1	human	人类	113.9900
1	human	人类	100.0000
1	human	人类	171.0000
1	human	人类	122.0100
1	human	人类	96.0100
1	human	人类	157.9900
1	human	人类	127.0100
1	human	人类	139.9900
1	human	人类	97.0100
1	human	人类	95.0100
1	human	人类	119.0100
1	human	人类	104.0100
1	human	人类	90.0000
1	human	人类	97.0000
1	human	人类	108.0100
1	human	人类	109.9900
1	human	人类	114.0000
1	human	人类	131.0000
1	human	人类	102.0100
1	human	人类	88.0000
1	human	人类	106.9900
1	human	人类	109.9900
1	human	人类	106.9900
1	human	人类	115.9900
1	human	人类	118.0100
1	human	人类	134.0000
1	human	人类	99.0100
1	human	人类	92.0100
1	human	人类	95.0000
1	human	人类	100.0000
1	human	人类	100.0000
1	human	人类	103.0000
1	human	人类	96.0100
1	human	人类	103.0000
1	human	人类	100.0000
1	human	人类	103.0000
1	human	人类	120.0100
1	human	人类	134.0000
1	human	人类	104.0000
1	human	人类	102.0000
1	human	人类	111.0000
1	human	人类	91.0000
1	human	人类	93.0000
1	human	人类	87.0000
1	human	人类	109.0000
1	human	人类	100.0000
1	human	人类	86.0000
1	human	人类	106.0000
1	human	人类	130.0100
1	human	人类	106.0000
1	human	人类	113.0000
1	human	人类	88.0000
1	human	人类	99.0000
1	human	人类	98.0100
1	human	人类	102.0000
1	human	人类	103.0100
1	human	人类	100.0100
1	human	人类	88.0000
1	human	人类	89.0000
1	human	人类	101.0000
1	human	人类	103.0000
1	human	人类	99.0000
1	human	人类	141.9900
1	human	人类	102.0000
1	human	人类	102.0000
1	human	人类	98.0000
1	human	人类	98.0000
1	human	人类	95.0000
1	human	人类	87.0000
1	human	人类	90.0000
1	human	人类	93.0000
1	human	人类	110.0000
1	human	人类	110.0000
1	human	人类	110.9900
1	human	人类	96.0000
1	human	人类	91.0000
1	human	人类	91.0000
1	human	人类	93.0000
1	human	人类	87.0000
1	human	人类	101.0000
1	human	人类	115.9900
1	human	人类	126.0000
1	human	人类	117.0000
1	human	人类	95.9900
1	human	人类	89.9900
1	human	人类	101.0000
1	human	人类	97.9900
1	human	人类	93.0000
1	human	人类	123.9900
1	human	人类	90.0000
1	human	人类	86.0000
1	human	人类	97.9900
1	human	人类	89.0000
1	human	人类	118.0000
1	human	人类	106.0000
1	human	人类	99.0000
1	human	人类	104.9900
1	human	人类	119.0000
1	human	人类	89.0000
1	human	人类	97.9900
1	human	人类	91.9900
1	human	人类	85.0000
1	human	人类	88.9900
1	human	人类	104.9900
1	human	人类	87.0000
1	human	人类	173.0000
1	human	人类	88.9900
1	human	人类	88.9900
1	human	人类	121.9900
1	human	人类	105.0100
1	human	人类	112.0000
1	human	人类	119.0100
1	human	人类	116.0100
1	human	人类	96.9900
1	human	人类	120.9900
1	human	人类	101.0100
1	human	人类	97.0000
1	human	人类	96.0100
1	human	人类	92.0000
1	human	人类	93.0000
1	human	人类	94.0000
1	human	人类	127.0000
1	human	人类	145.0100
1	human	人类	145.0100
1	human	人类	91.0100
1	human	人类	99.0100
1	human	人类	125.0000
1	human	人类	113.0000
1	human	人类	108.0000
1	human	人类	112.0000
1	human	人类	101.0100
1	human	人类	104.9900
1	human	人类	99.0000
1	human	人类	104.0000
1	human	人类	99.0000
1	human	人类	90.9900
1	human	人类	115.0000
1	human	人类	115.0100
1	human	人类	108.0000
1	human	人类	101.0000
1	human	人类	103.0000
1	human	人类	125.0000
1	human	人类	99.0000
1	human	人类	107.0000
1	human	人类	121.0000
1	human	人类	99.0000
1	human	人类	137.0100
1	human	人类	117.9900
1	human	人类	125.0000
1	human	人类	105.0100
1	human	人类	106.0000
1	human	人类	106.0000
1	human	人类	110.0100
1	human	人类	148.0100
1	human	人类	111.0100
1	human	人类	134.0100
1	human	人类	123.0000
1	human	人类	97.0100
1	human	人类	89.0100
1	human	人类	91.0100
1	human	人类	111.0100
1	human	人类	93.0100
1	human	人类	102.0100
1	human	人类	87.0000
1	human	人类	102.0100
1	human	人类	108.0100
1	human	人类	113.0100
1	human	人类	119.0100
1	human	人类	109.0000
1	human	人类	109.0000
1	human	人类	104.0100
1	human	人类	94.0100
1	human	人类	88.0000
1	human	人类	88.0000
1	human	人类	101.0000
1	human	人类	86.0000
1	human	人类	86.0000
1	human	人类	166.0100
1	human	人类	95.0000
1	human	人类	102.0000
1	human	人类	108.0100
1	human	人类	94.0100
1	human	人类	104.0000
1	human	人类	110.0000
1	human	人类	114.0000
1	human	人类	106.0000
1	human	人类	91.0000
1	human	人类	89.0000
1	human	人类	88.0100
1	human	人类	106.0000
1	human	人类	117.0000
1	human	人类	94.0000
1	human	人类	87.0000
1	human	人类	87.0000
1	human	人类	87.0000
1	human	人类	111.0100
1	human	人类	105.0000
1	human	人类	92.0000
1	human	人类	107.0100
1	human	人类	154.0100
1	human	人类	89.0000
1	human	人类	87.0000
1	human	人类	95.0000
1	human	人类	85.0000
1	human	人类	113.0000
1	human	人类	85.0000
1	human	人类	100.0000
1	human	人类	104.0000
1	human	人类	106.9900
1	human	人类	117.0100
1	human	人类	91.0000
1	human	人类	93.0100
1	human	人类	93.0000
1	human	人类	135.0000
1	human	人类	88.0100
1	human	人类	105.0000
1	human	人类	90.0000
1	human	人类	116.0000
1	human	人类	144.0000
1	human	人类	86.0000
1	human	人类	115.0000
1	human	人类	120.9900
1	human	人类	99.0100
1	human	人类	120.0100
1	human	人类	110.0100
1	human	人类	112.0000
1	human	人类	92.0000
1	human	人类	93.0000
1	human	人类	105.0000
1	human	人类	110.0100
1	human	人类	88.0000
1	human	人类	87.0000
1	human	人类	96.0000
1	human	人类	97.0000
1	human	人类	101.0000
1	human	人类	93.0000
1	human	人类	92.9900
1	human	人类	111.0000
1	human	人类	90.0100
1	human	人类	110.0000
1	human	人类	113.0000
1	human	人类	111.0100
1	human	人类	86.0000
1	human	人类	90.9900
1	human	人类	135.0000
1	human	人类	119.0000
1	human	人类	90.0000
1	human	人类	87.0000
1	human	人类	88.0000
1	human	人类	142.9900
1	human	人类	97.0000
1	human	人类	122.9900
1	human	人类	98.0000
1	human	人类	90.0000
1	human	人类	90.0000
1	human	人类	87.0000
1	human	人类	90.0000
1	human	人类	89.0000
1	human	人类	91.9900
1	human	人类	90.0000
1	human	人类	88.0000
1	human	人类	109.0000
1	human	人类	108.0000
1	human	人类	85.0000
1	human	人类	115.9900
1	human	人类	103.0000
1	human	人类	132.0000
1	human	人类	96.0000
1	human	人类	117.0000
1	human	人类	92.0000
1	human	人类	106.0000
1	human	人类	90.0000
1	human	人类	87.9900
1	human	人类	87.9900
1	human	人类	108.0000
1	human	人类	87.9900
1	human	人类	109.0000
1	human	人类	142.9900
1	human	人类	115.9900
1	human	人类	86.0000
1	human	人类	99.0000
1	human	人类	113.0000
1	human	人类	90.9900
1	human	人类	90.9900
1	human	人类	90.9900
1	human	人类	111.0000
1	human	人类	93.0000
1	human	人类	96.0000
1	human	人类	114.0100
1	human	人类	85.0000
1	human	人类	100.0000
1	human	人类	84.9900
1	human	人类	103.9900
1	human	人类	101.9900
1	human	人类	89.9900
1	human	人类	89.9900
1	human	人类	87.0000
1	human	人类	84.9900
1	human	人类	86.0000
1	human	人类	96.0000
1	human	人类	86.0000
1	human	人类	86.0000
1	human	人类	84.9900
1	human	人类	96.0000
1	human	人类	96.0000
1	human	人类	101.0000
1	human	人类	87.9900
1	human	人类	90.9900
1	human	人类	92.9900
1	human	人类	87.0000
1	human	人类	86.0000
1	human	人类	94.0000
1	human	人类	86.0000
1	human	人类	85.9900
1	human	人类	101.9900
1	human	人类	90.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	92.9900
1	human	人类	85.0000
1	human	人类	117.9900
1	human	人类	84.9900
1	human	人类	84.9900
1	human	人类	87.0000
1	human	人类	87.9900
1	human	人类	90.9900
1	human	人类	109.9900
1	human	人类	96.9900
1	human	人类	86.0000
1	human	人类	90.9900
1	human	人类	105.9900
1	human	人类	84.9900
1	human	人类	122.0100
1	human	人类	119.0100
1	human	人类	149.0100
1	human	人类	122.9900
1	human	人类	120.9900
1	human	人类	110.0000
1	human	人类	141.0100
1	human	人类	98.0100
1	human	人类	103.0000
1	human	人类	109.0000
1	human	人类	109.0000
1	human	人类	109.9900
1	human	人类	107.0100
1	human	人类	127.9900
1	human	人类	111.0100
1	human	人类	100.9900
1	human	人类	138.0000
1	human	人类	126.9900
1	human	人类	120.0000
1	human	人类	102.9900
1	human	人类	133.0000
1	human	人类	111.0000
1	human	人类	125.0000
1	human	人类	91.0100
1	human	人类	126.0100
1	human	人类	102.0000
1	human	人类	91.0000
1	human	人类	104.9900
1	human	人类	104.9900
1	human	人类	106.0000
1	human	人类	150.0000
1	human	人类	92.0000
1	human	人类	111.0000
1	human	人类	98.0000
1	human	人类	117.9900
1	human	人类	104.9900
1	human	人类	113.0000
1	human	人类	145.0100
1	human	人类	113.0000
1	human	人类	121.0000
1	human	人类	142.0000
1	human	人类	90.0000
1	human	人类	101.0000
1	human	人类	104.9900
1	human	人类	97.0000
1	human	人类	98.0100
1	human	人类	107.0000
1	human	人类	91.9900
1	human	人类	90.0100
1	human	人类	117.9900
1	human	人类	105.0100
1	human	人类	112.0100
1	human	人类	124.0100
1	human	人类	123.9900
1	human	人类	113.0000
1	human	人类	130.0100
1	human	人类	94.0100
1	human	人类	96.0100
1	human	人类	141.0100
1	human	人类	112.0100
1	human	人类	140.0100
1	human	人类	115.0000
1	human	人类	103.0000
1	human	人类	100.0100
1	human	人类	98.0100
1	human	人类	108.0100
1	human	人类	110.0100
1	human	人类	100.0000
1	human	人类	99.0000
1	human	人类	125.0100
1	human	人类	114.0000
1	human	人类	100.0100
1	human	人类	154.0100
1	human	人类	96.0100
1	human	人类	89.0000
1	human	人类	103.0100
1	human	人类	185.0100
1	human	人类	93.0000
1	human	人类	141.0100
1	human	人类	88.0000
1	human	人类	94.0100
1	human	人类	110.0000
1	human	人类	101.0000
1	human	人类	102.0000
1	human	人类	105.0100
1	human	人类	89.0000
1	human	人类	89.0000
1	human	人类	104.0000
1	human	人类	99.0000
1	human	人类	107.9900
1	human	人类	107.9900
1	human	人类	121.0000
1	human	人类	95.0000
1	human	人类	113.0000
1	human	人类	105.9900
1	human	人类	89.0000
1	human	人类	90.9900
1	human	人类	90.9900
1	human	人类	91.9900
1	human	人类	91.9900
1	human	人类	98.0000
1	human	人类	103.0000
1	human	人类	113.0000
1	human	人类	88.0000
1	human	人类	97.0000
1	human	人类	111.0000
1	human	人类	123.9900
1	human	人类	112.0000
1	human	人类	100.9900
1	human	人类	100.9900
1	human	人类	171.0000
1	human	人类	115.0000
1	human	人类	123.0000
1	human	人类	101.0100
1	human	人类	105.0100
1	human	人类	104.0000
1	human	人类	102.0100
1	human	人类	122.0100
1	human	人类	113.0000
1	human	人类	119.0000
1	human	人类	128.9900
1	human	人类	99.0000
1	human	人类	175.0100
1	human	人类	104.0000
1	human	人类	143.0000
1	human	人类	97.0100
1	human	人类	112.0000
1	human	人类	97.9900
1	human	人类	134.0100
1	human	人类	104.0000
1	human	人类	104.0000
1	human	人类	114.0000
1	human	人类	116.0000
1	human	人类	137.9900
1	human	人类	110.0100
1	human	人类	134.9900
1	human	人类	97.9900
1	human	人类	116.0000
1	human	人类	96.0100
1	human	人类	92.0000
1	human	人类	105.0100
1	human	人类	95.0000
1	human	人类	104.0100
1	human	人类	105.0000
1	human	人类	94.0000
1	human	人类	115.9900
1	human	人类	91.0000
1	human	人类	123.0000
1	human	人类	113.0100
1	human	人类	123.9900
1	human	人类	106.0000
1	human	人类	119.0100
1	human	人类	90.0000
1	human	人类	124.0000
1	human	人类	154.0100
1	human	人类	99.0000
1	human	人类	99.0000
1	human	人类	105.9900
1	human	人类	120.0000
1	human	人类	106.0000
1	human	人类	100.0100
1	human	人类	101.0000
1	human	人类	110.0000
1	human	人类	120.0000
1	human	人类	147.9900
1	human	人类	118.9900
1	human	人类	116.9900
1	human	人类	102.9900
1	human	人类	98.0000
1	human	人类	153.0100
1	human	人类	109.0100
1	human	人类	117.9900
1	human	人类	157.0000
1	human	人类	104.0100
1	human	人类	132.0000
1	human	人类	95.0000
1	human	人类	101.0100
1	human	人类	131.0000
1	human	人类	149.0000
1	human	人类	183.0100
1	human	人类	119.9900
1	human	人类	103.0000
1	human	人类	122.0100
1	human	人类	113.0000
1	human	人类	93.0000
1	human	人类	160.0100
1	human	人类	94.0000
1	human	人类	113.0000
1	human	人类	98.0000
1	human	人类	99.9900
1	human	人类	114.0000
1	human	人类	95.9900
1	human	人类	86.0000
1	human	人类	86.0000
1	human	人类	112.0000
1	human	人类	138.9900
1	human	人类	94.9900
1	human	人类	115.9900
1	human	人类	106.9900
1	human	人类	131.0100
1	human	人类	91.0000
1	human	人类	100.0000
1	human	人类	107.9900
1	human	人类	100.0000
1	human	人类	115.0100
1	human	人类	145.0100
1	human	人类	119.9900
1	human	人类	146.0000
1	human	人类	138.0000
1	human	人类	96.0100
1	human	人类	104.9900
1	human	人类	92.9900
1	human	人类	114.0000
1	human	人类	108.0000
1	human	人类	104.0100
1	human	人类	98.0100
1	human	人类	112.0000
1	human	人类	102.0100
1	human	人类	117.0000
1	human	人类	133.0100
1	human	人类	96.0100
1	human	人类	130.0000
1	human	人类	148.0100
1	human	人类	126.0100
1	human	人类	104.0100
1	human	人类	115.0100
1	human	人类	89.0000
1	human	人类	109.0000
1	human	人类	144.0000
1	human	人类	99.0100
1	human	人类	102.0000
1	human	人类	102.0000
1	human	人类	111.0100
1	human	人类	97.0000
1	human	人类	137.0000
1	human	人类	111.0000
1	human	人类	121.0000
1	human	人类	113.9900
1	human	人类	93.0100
1	human	人类	99.0000
1	human	人类	105.0000
1	human	人类	120.0100
1	human	人类	103.0100
1	human	人类	189.9900
1	human	人类	127.0000
1	human	人类	116.0000
1	human	人类	111.0000
1	human	人类	184.0000
1	human	人类	117.9900
1	human	人类	111.0000
1	human	人类	96.0000
1	human	人类	101.0000
1	human	人类	99.0000
1	human	人类	110.0000
1	human	人类	137.0000
1	human	人类	125.0000
1	human	人类	127.0000
1	human	人类	117.0000
1	human	人类	126.9900
1	human	人类	108.0000
1	human	人类	115.9900
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	94.0100
1	human	人类	99.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	84.0100
1	human	人类	86.0100
1	human	人类	93.0100
1	human	人类	122.0100
1	human	人类	97.0100
1	human	人类	92.0000
1	human	人类	89.0100
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	94.0100
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
1	human	人类	84.0000
